id_user,name,surname,email,phone,location,dni,birth,picture
eb7a2a0a-98fd-4deb-9b06-9ea5c342bca2,Ignacio,Dominguez,ignaciodominguez@whatthefish.info,5411899497714,"Morón, Buenos Aires, Argentina",44701308,1999-09-15,
e17f102b-9920-4e0d-9511-c497ba044645,Matías,Gonzalez,matiasgonzalez@whatthefish.info,5411411039578,"Lanús, Buenos Aires, Argentina",46922011,1999-03-18,
91b370d1-b2c0-4f5b-981e-cc4519da07f0,Valentina,Torres,valentinatorres@whatthefish.info,5411878739991,"La Matanza, Buenos Aires, Argentina",23402568,1999-07-19,
37341853-b12b-473b-9f63-fadc55128ed9,Lucas,Gimenez,lucasgimenez@whatthefish.info,5411947930656,"Avellaneda, Buenos Aires, Argentina",26180249,1999-11-23,
75b19dab-6b2f-4303-84c1-5f1988e820d8,Nicolás,Martinez,nicolasmartinez@whatthefish.info,5411856032650,"San Isidro, Buenos Aires, Argentina",42670467,1999-12-10,
d6396ca0-6d42-45d3-b42a-b60dc2c4152e,Emiliano,Vega,emilianovega@whatthefish.info,5411778608265,"Flores, Buenos Aires, Argentina",29810031,1999-02-27,
5a2dce97-80b6-484f-8dfe-9c8d6f384681,Santiago,Cabrera,santiagocabrera@whatthefish.info,5411746339643,"San Fernando, Buenos Aires, Argentina",43281149,1999-08-15,
d916134c-7795-493c-bbad-2fc969c63b29,Micaela,Gonzalez,micaelagonzalez@whatthefish.info,5411595962238,"San Miguel, Buenos Aires, Argentina",45993905,1999-09-29,
b796ad9a-5f64-4456-a48f-926df39f3046,Diego,Ramirez,diegoramirez@whatthefish.info,5411850038910,"Moreno, Buenos Aires, Argentina",29023368,1999-10-21,
1bbaa95f-a0f5-4b94-9682-23b176faacdf,Luciano,Fernandez,lucianofernandez@whatthefish.info,5411229120600,"La Plata, Buenos Aires, Argentina",26443403,1992-07-19,
50ec8f79-994f-4daa-ad2a-682921f30bce,Carla,Martinez,carlamartinez@whatthefish.info,5411955135947,"Mar del Plata, Buenos Aires, Argentina",47507310,1998-05-14,
871d2bed-2449-4430-a5da-ab3d2ef69928,Sofía,Lopez,sofialopez@whatthefish.info,5411046356481,"Bahía Blanca, Buenos Aires, Argentina",38886616,1995-09-27,
7f1d1361-aea3-40d6-9911-53e1449f5e36,Roberto,Pereyra,robertopereyra@whatthefish.info,5411269210417,"Pergamino, Buenos Aires, Argentina",35034484,1999-02-15,
b5f73459-d835-4a4b-96c2-1d44d5138575,Julieta,Castro,julietacastro@whatthefish.info,5411731016541,"Necochea, Buenos Aires, Argentina",46745738,1997-06-30,
3c2c8815-1e3e-45e0-a8b8-6f1b274fdeaf,Eduardo,Vega,eduardovega@whatthefish.info,5411909579339,"Quilmes, Buenos Aires, Argentina",28879085,1999-12-10,
0158f7e2-d94a-49b9-a8c9-52b5f3706863,Gabriel,Diaz,gabrieldiaz@whatthefish.info,5411753400780,"Zarate, Buenos Aires, Argentina",30750269,1998-10-21,
b57d8627-6dcf-48fa-a7da-6fd3f4dd37cf,Carlos,Mendez,carlosmendez@whatthefish.info,5411837299296,"San Nicolás, Buenos Aires, Argentina",31813492,1995-08-23,
