id_user,email,category,hourly_price,employees,attention_hours,location,username,description,coordinates
b61f12ad-62d1-40ca-bc5b-8c8914ab72b1,LeticiaMartinez125@whatthefish.info,Personal de limpieza,3700,2,Lunes y Martes 8 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Leticia Martinez,"Soy Leticia Martinez de San Isidro, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
dee5ea40-ef02-4d95-93cc-da81880aa03f,VictorFernandoMarin287@whatthefish.info,Herrero,5900,3,Lunes a Viernes 9 a 15,"Mar del Plata, Provincia de Buenos Aires, Argentina",Victor Fernando Marin,"Soy Victor Fernando Marin de Mar del Plata, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
96aebb49-c4e7-4350-8d50-5467d7f55e12,MariaMarSanchez665@whatthefish.info,Personal de limpieza,7900,1,Lunes a Jueves 10 a 17,"Merlo, Provincia de Buenos Aires, Argentina",Maria Mar Sanchez,"Soy Maria Mar Sanchez de Merlo, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
ee714460-80d9-4f2e-ad9d-4d7a09956dae,MariaCarmenLopez5@whatthefish.info,Plomero,5600,1,Miércoles y Viernes 8 a 21,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",Maria Carmen Lopez,"Soy Maria Carmen Lopez de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
d3a14da9-2b73-41ad-a7c5-7ef450c9f081,FatimaMartinez953@whatthefish.info,Plomero,2800,2,Martes a Viernes 10 a 16,"Tigre, Provincia de Buenos Aires, Argentina",Fatima Martinez,"Soy Fatima Martinez de Tigre, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
c59a9617-88a8-43de-a99d-528fd1a024a8,ConstantinoFraile988@whatthefish.info,Plomero,4300,1,Lunes a Jueves 8 a 17,"Mar del Plata, Provincia de Buenos Aires, Argentina",Constantino Fraile,"Soy Constantino Fraile de Mar del Plata, Provincia de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
9ddc845a-4095-4ec5-923f-bc8b17a34ee8,ManuelaBarreiro649@whatthefish.info,Bicicletero,4600,1,Martes y Viernes 8 a 20,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Manuela Barreiro,"Soy Manuela Barreiro de Belén de Escobar, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
9c3504d6-5e07-43d6-b153-f3371392b808,FranciscoJavierGraña941@whatthefish.info,Cuidador de niños,4400,3,Lunes a Viernes 10 a 15,"Campana, Provincia de Buenos Aires, Argentina",Francisco Javier Graña,"Soy Francisco Javier Graña de Campana, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
ce9401f7-a599-4743-8af6-432e4a340326,MariaAureaBenavides840@whatthefish.info,Cuidador de niños,5900,3,Lunes a Miércoles 11 a 19,"Pilar, Provincia de Buenos Aires, Argentina",Maria Aurea Benavides,"Soy Maria Aurea Benavides de Pilar, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
0cb75e32-9638-48b0-8791-0fe1f3869f98,LuisRamos729@whatthefish.info,Gasista,4900,3,Lunes y Martes 8 a 17,"Lanús, Provincia de Buenos Aires, Argentina",Luis Ramos,"Soy Luis Ramos de Lanús, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
4c52ff52-3d80-4ea5-b827-c21daf5597e0,SoledadCordon489@whatthefish.info,Masajista,6200,1,Jueves y Viernes 12 a 17,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Soledad Cordon,"Soy Soledad Cordon de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
c1383ac9-439a-4f74-bddb-ae5631ed6348,JavierRomero865@whatthefish.info,Gasista,6200,3,Miércoles a Viernes 8 a 13,"Tigre, Provincia de Buenos Aires, Argentina",Javier Romero,"Soy Javier Romero de Tigre, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
720c4991-607d-46db-a137-5bdb0c58a0a0,GonzaloLavilla616@whatthefish.info,Plomero,5700,2,Lunes a Jueves 10 a 17,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Gonzalo Lavilla,"Soy Gonzalo Lavilla de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
1de92a2a-2587-4aed-9f34-a286756752ed,DoloresNavarro170@whatthefish.info,Bicicletero,3500,1,Martes a Viernes 10 a 16,"Campana, Provincia de Buenos Aires, Argentina",Dolores Navarro,"Soy Dolores Navarro de Campana, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
6a74879a-6393-4891-b4c5-e146ed3ccf1c,OscarSenra210@whatthefish.info,Albañil,3900,3,Miércoles a Viernes 8 a 13,"Lomas de Zamora, Provincia de Buenos Aires, Argentina",Oscar Senra,"Soy Oscar Senra de Lomas de Zamora, Provincia de Buenos Aires, Argentina",0101000000D671FC50693641C0DB3521AD314A4DC0
ffdb3d50-cf8a-4128-afb5-759244bc04ee,VictorLage867@whatthefish.info,Piletero,5600,1,Lunes a Viernes 9 a 15,"La Matanza, Provincia de Buenos Aires, Argentina",Victor Lage,"Soy Victor Lage de La Matanza, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
79a31dc4-6183-49b7-9d48-287948fb3a19,IanSalazar143@whatthefish.info,Técnico de heladeras,3800,1,Lunes y Martes 8 a 17,"San Isidro, Provincia de Buenos Aires, Argentina",Ian Salazar,"Soy Ian Salazar de San Isidro, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
9c0fb513-c62f-4e6f-aaba-5749596ea38e,SaturninoRodriguez293@whatthefish.info,Técnico de aires acondicionados,7100,1,Martes a Viernes 12 a 19,"Tigre, Provincia de Buenos Aires, Argentina",Saturnino Rodriguez,"Soy Saturnino Rodriguez de Tigre, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
66bca5b4-8d72-43a5-9041-7cd617003541,CristianMartinez402@whatthefish.info,Técnico de autos,4700,3,Lunes a Viernes 8 a 17,"Los Cardales, Provincia de Buenos Aires, Argentina",Cristian Martinez,"Soy Cristian Martinez de Los Cardales, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
ded3c150-3251-4374-9d43-f2d189b54347,RosarioOliva175@whatthefish.info,Cuidador de niños,6800,2,Lunes a Viernes 8 a 16,"Avellaneda, Provincia de Buenos Aires, Argentina",Rosario Oliva,"Soy Rosario Oliva de Avellaneda, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
acbd74f3-aab0-4037-baf1-bcde2547352a,AgapitoSantana528@whatthefish.info,Gasista,4800,2,Lunes a Viernes 8 a 17,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Agapito Santana,"Soy Agapito Santana de Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
fcb09a28-5938-4490-bb28-4169cfc72c85,JoseMiguelGamez987@whatthefish.info,Herrero,3500,1,Lunes a Miércoles 11 a 19,"La Plata, Provincia de Buenos Aires, Argentina",Jose Miguel Gamez,"Soy Jose Miguel Gamez de La Plata, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
12d93bf7-1903-45c2-985c-43be58526bcc,VirginiaLopez873@whatthefish.info,Cerrajero,7100,1,Lunes y Martes 8 a 17,"Pilar, Provincia de Buenos Aires, Argentina",Virginia Lopez,"Soy Virginia Lopez de Pilar, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
7730c32c-0314-429e-9959-c6ff07152f8f,MariaAsuncionFont792@whatthefish.info,Piletero,7200,3,Lunes a Miércoles 11 a 19,"Lanús, Provincia de Buenos Aires, Argentina",Maria Asuncion Font,"Soy Maria Asuncion Font de Lanús, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
a154dc19-3fb2-4c73-93ca-3afbbb8ae15e,ClotildeGutierrez716@whatthefish.info,Masajista,7600,2,Lunes a Miércoles 11 a 19,"Mar del Plata, Provincia de Buenos Aires, Argentina",Clotilde Gutierrez,"Soy Clotilde Gutierrez de Mar del Plata, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
fdc22433-5ca8-49a0-b1f5-36ad70cb2f6f,IsabelLopez350@whatthefish.info,Masajista,7200,1,Jueves y Viernes 8 a 17,"Tigre, Provincia de Buenos Aires, Argentina",Isabel Lopez,"Soy Isabel Lopez de Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
9f35139b-8a6c-41ad-886f-6a1d384b325e,FelixZapatero951@whatthefish.info,Técnico de aires acondicionados,2800,3,Miércoles y Viernes 8 a 21,"Los Cardales, Provincia de Buenos Aires, Argentina",Felix Zapatero,"Soy Felix Zapatero de Los Cardales, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
98882259-b8f2-43de-aa66-f7b97add2c06,ValentinaChamorro313@whatthefish.info,Masajista,7700,3,Jueves y Viernes 12 a 17,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",Valentina Chamorro,"Soy Valentina Chamorro de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
2d4bc475-1285-4074-a671-36f391252a38,JoaquinBañeres542@whatthefish.info,Jardinero,5900,3,Lunes a Miércoles 8 a 17,"Lanús, Provincia de Buenos Aires, Argentina",Joaquin Bañeres,"Soy Joaquin Bañeres de Lanús, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
027b6abc-e84c-4eb9-9816-994f2414148e,AlbaGuzman912@whatthefish.info,Técnicos de motos,4400,3,Jueves y Viernes 8 a 17,"Pilar, Provincia de Buenos Aires, Argentina",Alba Guzman,"Soy Alba Guzman de Pilar, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
7faf0e62-af82-460d-9a72-d158560c9c52,AngelSala820@whatthefish.info,Jardinero,2500,1,Miércoles a Viernes 13 a 18,"Avellaneda, Provincia de Buenos Aires, Argentina",Angel Sala,"Soy Angel Sala de Avellaneda, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
5a96af49-a95f-4d98-9ccd-e776a0d57a88,AngelMoreno272@whatthefish.info,Carpintero,5500,2,Miércoles a Viernes 9 a 15,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Angel Moreno,"Soy Angel Moreno de Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
8832ceb5-dc6c-40fa-944f-a49c4815fc03,JoseLuisBarrera492@whatthefish.info,Plomero,7700,2,Miércoles y Viernes 8 a 21,"Lomas de Zamora, Provincia de Buenos Aires, Argentina",Jose Luis Barrera,"Soy Jose Luis Barrera de Lomas de Zamora, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
1fa0fb5f-5fdb-49be-b003-4bec7b28e92d,AnaMarin150@whatthefish.info,Plomero,5200,3,Miércoles a Viernes 8 a 13,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",Ana Marin,"Soy Ana Marin de Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
4a34bfb2-a21d-47e9-aea9-84f70bcd25be,LeandroAntonioBau55@whatthefish.info,Jardinero,5400,1,Lunes a Jueves 8 a 17,"Los Cardales, Provincia de Buenos Aires, Argentina",Leandro Antonio Bau,"Soy Leandro Antonio Bau de Los Cardales, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
bc9e1264-810a-446f-8e3b-8edeb0233b2d,MariaCarmenFente816@whatthefish.info,Personal de limpieza,7400,1,Lunes a Jueves 8 a 17,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Maria Carmen Fente,"Soy Maria Carmen Fente de Flores, Cdad. Autónoma de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
6916a21d-7048-4062-b940-0aef535f6807,LuisaOtero617@whatthefish.info,Piletero,2000,2,Lunes a Viernes 8 a 17,"San Fernando, Provincia de Buenos Aires, Argentina",Luisa Otero,"Soy Luisa Otero de San Fernando, Provincia de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
e3df5933-b8c8-4cce-b9f7-4ed3bd0f7e61,FranciscoTejerina317@whatthefish.info,Técnicos de motos,6200,2,Martes y Viernes 8 a 20,"San Martín, Provincia de Buenos Aires, Argentina",Francisco Tejerina,"Soy Francisco Tejerina de San Martín, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
ee13eefd-8a70-4b51-b196-dbcfa34b9b3f,GorkaGarcia985@whatthefish.info,Técnico de aires acondicionados,6000,1,Lunes y Viernes 7 a 19,"San Fernando, Provincia de Buenos Aires, Argentina",Gorka Garcia,"Soy Gorka Garcia de San Fernando, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
ad19d166-0fb1-4ded-9f89-67ce4abe8371,OlgaLopez46@whatthefish.info,Técnicos de motos,2400,1,Lunes a Viernes 10 a 15,"Campana, Provincia de Buenos Aires, Argentina",Olga Lopez,"Soy Olga Lopez de Campana, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
e3131382-d94e-4d0d-bbee-58d09a944f34,MiguelAngelGonzalez823@whatthefish.info,Electricista,3000,2,Miércoles a Viernes 8 a 13,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Miguel Angel Gonzalez,"Soy Miguel Angel Gonzalez de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
972460cf-a9d8-4c5b-8d8e-a6bffd8dfeb9,MiguelChango358@whatthefish.info,Jardinero,6700,3,Jueves y Viernes 8 a 17,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Miguel Chango,"Soy Miguel Chango de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CA8B4CC0AF3B41C0F08AE07F2B754DC0
8a0c560b-17a1-4582-83a4-3bd889b28cac,CarlosCalvo758@whatthefish.info,Gasista,3400,3,Lunes a Miércoles 8 a 17,"Belén de Escobar, Provincia de Buenos Aires, Argentina",Carlos Calvo,"Soy Carlos Calvo de Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
4266dd1e-a779-4a23-8b11-3a14ee5cd4af,MariaMarPerez479@whatthefish.info,Albañil,6500,2,Lunes y Martes 8 a 17,"Los Cardales, Provincia de Buenos Aires, Argentina",Maria Mar Perez,"Soy Maria Mar Perez de Los Cardales, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
5792eb8c-14ce-4e96-90bf-74a2fc300d7c,VictoriaSierra578@whatthefish.info,Masajista,4200,1,Martes y Jueves 8 a 16Miércoles a Viernes 8 a 17,"Los Cardales, Provincia de Buenos Aires, Argentina",Victoria Sierra,"Soy Victoria Sierra de Los Cardales, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
bfb86951-f1c1-4bc8-a779-8fc956718224,SebastianNavarro503@whatthefish.info,Respostero,4600,3,Miércoles a Viernes 8 a 13,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Sebastian Navarro,"Soy Sebastian Navarro de Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
e6856ef3-34ee-4944-a35b-68358f554061,MariaPicon721@whatthefish.info,Personal de limpieza,2600,3,Lunes a Miércoles 8 a 17,"Tigre, Provincia de Buenos Aires, Argentina",Maria Picon,"Soy Maria Picon de Tigre, Provincia de Buenos Aires, Argentina",0101000000AB3E575BB14941C003250516C0444DC0
5c8b03f3-6c7b-4731-b73a-a613d92ab147,RocioMurillo79@whatthefish.info,Carpintero,6700,2,Lunes a Miércoles 8 a 17,"San Martín, Provincia de Buenos Aires, Argentina",Rocio Murillo,"Soy Rocio Murillo de San Martín, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
14ce422d-21f2-4018-ae6a-31e926ee0d17,JoseLuisFernandez874@whatthefish.info,Jardinero,3700,1,Jueves y Viernes 10 a 17,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Jose Luis Fernandez,"Soy Jose Luis Fernandez de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
b5f3d387-0231-4e87-b463-dbc0e9ca4919,MariaVictoriaDura918@whatthefish.info,Carpintero,7400,3,Lunes a Viernes 10 a 15,"San Martín, Provincia de Buenos Aires, Argentina",Maria Victoria Dura,"Soy Maria Victoria Dura de San Martín, Provincia de Buenos Aires, Argentina",0101000000A988D349B63841C0B70A62A06B474DC0
ec4bb64f-45e5-419e-9028-457d9950608b,AlbertoGallego364@whatthefish.info,Técnicos de motos,2200,3,Lunes a Miércoles 11 a 19,"La Plata, Provincia de Buenos Aires, Argentina",Alberto Gallego,"Soy Alberto Gallego de La Plata, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
e977bf52-186d-4a0b-a97c-5b7b2a9289b9,VictorRouco888@whatthefish.info,Gasista,2400,2,Lunes a Viernes 8 a 17,"Olivos, Provincia de Buenos Aires, Argentina",Victor Rouco,"Soy Victor Rouco de Olivos, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
fe7fc0a9-04f6-4b40-ab17-210ad9fd5aba,ShabbirLlanos48@whatthefish.info,Carpintero,7200,3,Lunes a Viernes 9 a 15,"Olivos, Provincia de Buenos Aires, Argentina",Shabbir Llanos,"Soy Shabbir Llanos de Olivos, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
84736900-4eb1-430e-b155-129970431386,AnaElizabethMoreno71@whatthefish.info,Personal de limpieza,2500,2,Miércoles a Viernes 13 a 18,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Ana Elizabeth Moreno,"Soy Ana Elizabeth Moreno de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
4a975066-823c-4066-a462-af9a8858d4ea,RosaMariaCantero393@whatthefish.info,Cuidador de niños,2500,3,Miércoles a Viernes 8 a 13,"Olivos, Provincia de Buenos Aires, Argentina",Rosa Maria Cantero,"Soy Rosa Maria Cantero de Olivos, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
7bd8ebdc-0455-4bff-8704-2f00c4bc4220,JuanCarlosSanchez359@whatthefish.info,Paseador de perros,2100,1,Jueves y Viernes 8 a 17,"La Plata, Provincia de Buenos Aires, Argentina",Juan Carlos Sanchez,"Soy Juan Carlos Sanchez de La Plata, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
1e085fc3-5458-42f8-b9f5-9190d2d47448,IsabelLlamazares665@whatthefish.info,Masajista,7200,1,Lunes a Viernes 9 a 15,"Merlo, Provincia de Buenos Aires, Argentina",Isabel Llamazares,"Soy Isabel Llamazares de Merlo, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
5c8a9035-2364-4ab7-9607-ae248b97c8cc,FernandoManuelDominguez521@whatthefish.info,Técnico de heladeras,2900,3,Lunes y Martes 8 a 17,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Fernando Manuel Dominguez,"Soy Fernando Manuel Dominguez de Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
88282e57-f99a-4dc6-897a-cd68edc3b804,JuanManuelMarine154@whatthefish.info,Técnico de heladeras,6800,1,Martes a Viernes 8 a 17,"Tigre, Provincia de Buenos Aires, Argentina",Juan Manuel Marine,"Soy Juan Manuel Marine de Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
830e4ff8-5c49-45db-963f-df75d795b812,RubenDeLosSantos829@whatthefish.info,Técnicos de motos,4700,3,Martes y Viernes 8 a 20,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina",Ruben De Los Santos,"Soy Ruben De Los Santos de Palermo, Cdad. Autónoma de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
a5be22ea-0cba-4f98-b343-5d8e040573df,JuanChaves629@whatthefish.info,Técnicos de motos,3600,2,Lunes a Viernes 9 a 15,"Pilar, Provincia de Buenos Aires, Argentina",Juan Chaves,"Soy Juan Chaves de Pilar, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
13858c89-e8f3-4438-9786-27790b643c76,DiegoAriza932@whatthefish.info,Pintor,2800,1,Lunes y Viernes 7 a 19,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina",Diego Ariza,"Soy Diego Ariza de Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
237fd373-ce58-4055-8b9d-9035fc04addd,MiguelAngelAjila241@whatthefish.info,Electricista,5800,3,Lunes a Viernes 8 a 17,"San Martín, Provincia de Buenos Aires, Argentina",Miguel Angel Ajila,"Soy Miguel Angel Ajila de San Martín, Provincia de Buenos Aires, Argentina",0101000000AB3E575BB14941C003250516C0444DC0
2ecfe73a-8db6-45ef-aa97-1cd7e48d407c,MiguelAngelSalcedo388@whatthefish.info,Carpintero,2500,3,Martes y Viernes 8 a 20,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Miguel Angel Salcedo,"Soy Miguel Angel Salcedo de Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
e9fadcde-9ac1-4f6e-a60b-b6c31a2a55a2,SashoVillena528@whatthefish.info,Bicicletero,7000,1,Martes a Viernes 12 a 19,"Los Cardales, Provincia de Buenos Aires, Argentina",Sasho Villena,"Soy Sasho Villena de Los Cardales, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
58e981c9-3caf-4842-ba30-7fd14d7dd511,JuditEstevez494@whatthefish.info,Bicicletero,2200,1,Lunes y Viernes 7 a 19,"Flores, Cdad. Autónoma de Buenos Aires, Argentina",Judit Estevez,"Soy Judit Estevez de Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
bcc898f5-03f9-4607-8a2b-a60291c80582,FidelMartinez360@whatthefish.info,Técnicos de motos,4000,1,Martes a Viernes 8 a 17,"San Fernando, Provincia de Buenos Aires, Argentina",Fidel Martinez,"Soy Fidel Martinez de San Fernando, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
a54a61d5-fe13-4851-a9e5-876bdc6f2c62,OscarDamianRamos454@whatthefish.info,Herrero,5500,1,Martes y Viernes 8 a 20,"Tigre, Provincia de Buenos Aires, Argentina",Oscar Damian Ramos,"Soy Oscar Damian Ramos de Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
