id_user,category,username,budget,location,description,coordinates
fcb09a28-5938-4490-bb28-4169cfc72c85,Herrero,Jose Miguel Gamez,13500,"La Plata, Provincia de Buenos Aires, Argentina","Busco Herrero en La Plata, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
12d93bf7-1903-45c2-985c-43be58526bcc,Plomero,Virginia Lopez,11500,"Pilar, Provincia de Buenos Aires, Argentina","Busco Plomero en Pilar, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
7730c32c-0314-429e-9959-c6ff07152f8f,Técnico de heladeras,Maria Asuncion Font,11500,"Lanús, Provincia de Buenos Aires, Argentina","Busco Técnico de heladeras en Lanús, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
a154dc19-3fb2-4c73-93ca-3afbbb8ae15e,Técnico de heladeras,Clotilde Gutierrez,13000,"Mar del Plata, Provincia de Buenos Aires, Argentina","Busco Técnico de heladeras en Mar del Plata, Provincia de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
fdc22433-5ca8-49a0-b1f5-36ad70cb2f6f,Plomero,Isabel Lopez,5000,"Tigre, Provincia de Buenos Aires, Argentina","Busco Plomero en Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
9f35139b-8a6c-41ad-886f-6a1d384b325e,Gasista,Felix Zapatero,8500,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Gasista en Los Cardales, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
98882259-b8f2-43de-aa66-f7b97add2c06,Técnico de heladeras,Valentina Chamorro,11500,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina","Busco Técnico de heladeras en Palermo, Cdad. Autónoma de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
2d4bc475-1285-4074-a671-36f391252a38,Electricista,Joaquin Bañeres,18500,"Lanús, Provincia de Buenos Aires, Argentina","Busco Electricista en Lanús, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
027b6abc-e84c-4eb9-9816-994f2414148e,Técnico de heladeras,Alba Guzman,16000,"Pilar, Provincia de Buenos Aires, Argentina","Busco Técnico de heladeras en Pilar, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
7faf0e62-af82-460d-9a72-d158560c9c52,Paseador de perros,Angel Sala,12500,"Avellaneda, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en Avellaneda, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
5a96af49-a95f-4d98-9ccd-e776a0d57a88,Gasista,Angel Moreno,19500,"Belén de Escobar, Provincia de Buenos Aires, Argentina","Busco Gasista en Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
8832ceb5-dc6c-40fa-944f-a49c4815fc03,Masajista,Jose Luis Barrera,11000,"Lomas de Zamora, Provincia de Buenos Aires, Argentina","Busco Masajista en Lomas de Zamora, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
1fa0fb5f-5fdb-49be-b003-4bec7b28e92d,Piletero,Ana Marin,15000,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina","Busco Piletero en Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
4a34bfb2-a21d-47e9-aea9-84f70bcd25be,Plomero,Leandro Antonio Bau,5500,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Plomero en Los Cardales, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
bc9e1264-810a-446f-8e3b-8edeb0233b2d,Albañil,Maria Carmen Fente,16000,"Flores, Cdad. Autónoma de Buenos Aires, Argentina","Busco Albañil en Flores, Cdad. Autónoma de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
6916a21d-7048-4062-b940-0aef535f6807,Pintor,Luisa Otero,7500,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Pintor en San Fernando, Provincia de Buenos Aires, Argentina",0101000000F2D077B7B20043C0607825C973C54CC0
e3df5933-b8c8-4cce-b9f7-4ed3bd0f7e61,Albañil,Francisco Tejerina,18000,"San Martín, Provincia de Buenos Aires, Argentina","Busco Albañil en San Martín, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
ee13eefd-8a70-4b51-b196-dbcfa34b9b3f,Electricista,Gorka Garcia,18500,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Electricista en San Fernando, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
ad19d166-0fb1-4ded-9f89-67ce4abe8371,Paseador de perros,Olga Lopez,8500,"Campana, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en Campana, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
e3131382-d94e-4d0d-bbee-58d09a944f34,Carpintero,Miguel Angel Gonzalez,7500,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Carpintero en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
972460cf-a9d8-4c5b-8d8e-a6bffd8dfeb9,Técnico de aires acondicionados,Miguel Chango,9000,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Técnico de aires acondicionados en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CA8B4CC0AF3B41C0F08AE07F2B754DC0
8a0c560b-17a1-4582-83a4-3bd889b28cac,Herrero,Carlos Calvo,18500,"Belén de Escobar, Provincia de Buenos Aires, Argentina","Busco Herrero en Belén de Escobar, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
4266dd1e-a779-4a23-8b11-3a14ee5cd4af,Paseador de perros,Maria Mar Perez,10500,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en Los Cardales, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
5792eb8c-14ce-4e96-90bf-74a2fc300d7c,Personal de limpieza,Victoria Sierra,5500,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Personal de limpieza en Los Cardales, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
bfb86951-f1c1-4bc8-a779-8fc956718224,Herrero,Sebastian Navarro,9500,"Flores, Cdad. Autónoma de Buenos Aires, Argentina","Busco Herrero en Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
e6856ef3-34ee-4944-a35b-68358f554061,Repostero,Maria Picon,9000,"Tigre, Provincia de Buenos Aires, Argentina","Busco Repostero en Tigre, Provincia de Buenos Aires, Argentina",0101000000AB3E575BB14941C003250516C0444DC0
5c8b03f3-6c7b-4731-b73a-a613d92ab147,Pintor,Rocio Murillo,5500,"San Martín, Provincia de Buenos Aires, Argentina","Busco Pintor en San Martín, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
14ce422d-21f2-4018-ae6a-31e926ee0d17,Cerrajero,Jose Luis Fernandez,7000,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Cerrajero en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
b5f3d387-0231-4e87-b463-dbc0e9ca4919,Jardinero,Maria Victoria Dura,12000,"San Martín, Provincia de Buenos Aires, Argentina","Busco Jardinero en San Martín, Provincia de Buenos Aires, Argentina",0101000000A988D349B63841C0B70A62A06B474DC0
ec4bb64f-45e5-419e-9028-457d9950608b,Electricista,Alberto Gallego,8500,"La Plata, Provincia de Buenos Aires, Argentina","Busco Electricista en La Plata, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
e977bf52-186d-4a0b-a97c-5b7b2a9289b9,Técnico de aires acondicionados,Victor Rouco,12000,"Olivos, Provincia de Buenos Aires, Argentina","Busco Técnico de aires acondicionados en Olivos, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
fe7fc0a9-04f6-4b40-ab17-210ad9fd5aba,Plomero,Shabbir Llanos,16000,"Olivos, Provincia de Buenos Aires, Argentina","Busco Plomero en Olivos, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
84736900-4eb1-430e-b155-129970431386,Herrero,Ana Elizabeth Moreno,6000,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Herrero en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
4a975066-823c-4066-a462-af9a8858d4ea,Pintor,Rosa Maria Cantero,8500,"Olivos, Provincia de Buenos Aires, Argentina","Busco Pintor en Olivos, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
7bd8ebdc-0455-4bff-8704-2f00c4bc4220,Gasista,Juan Carlos Sanchez,8000,"La Plata, Provincia de Buenos Aires, Argentina","Busco Gasista en La Plata, Provincia de Buenos Aires, Argentina",010100000082E2C798BB5641C0BA8102EFE4474DC0
1e085fc3-5458-42f8-b9f5-9190d2d47448,Plomero,Isabel Llamazares,12500,"Merlo, Provincia de Buenos Aires, Argentina","Busco Plomero en Merlo, Provincia de Buenos Aires, Argentina",0101000000ECDADE6E492C41C07958A835CD654DC0
5c8a9035-2364-4ab7-9607-ae248b97c8cc,Pintor,Fernando Manuel Dominguez,9500,"Flores, Cdad. Autónoma de Buenos Aires, Argentina","Busco Pintor en Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
88282e57-f99a-4dc6-897a-cd68edc3b804,Bicicletero,Juan Manuel Marine,10000,"Tigre, Provincia de Buenos Aires, Argentina","Busco Bicicletero en Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
830e4ff8-5c49-45db-963f-df75d795b812,Masajista,Ruben De Los Santos,6000,"Palermo, Cdad. Autónoma de Buenos Aires, Argentina","Busco Masajista en Palermo, Cdad. Autónoma de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
a5be22ea-0cba-4f98-b343-5d8e040573df,Gasista,Juan Chaves,15000,"Pilar, Provincia de Buenos Aires, Argentina","Busco Gasista en Pilar, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
13858c89-e8f3-4438-9786-27790b643c76,Repostero,Diego Ariza,14500,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Repostero en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
237fd373-ce58-4055-8b9d-9035fc04addd,Paseador de perros,Miguel Angel Ajila,14000,"San Martín, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en San Martín, Provincia de Buenos Aires, Argentina",0101000000AB3E575BB14941C003250516C0444DC0
2ecfe73a-8db6-45ef-aa97-1cd7e48d407c,Técnico de aires acondicionados,Miguel Angel Salcedo,19500,"Flores, Cdad. Autónoma de Buenos Aires, Argentina","Busco Técnico de aires acondicionados en Flores, Cdad. Autónoma de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
e9fadcde-9ac1-4f6e-a60b-b6c31a2a55a2,Técnico de aires acondicionados,Sasho Villena,5500,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Técnico de aires acondicionados en Los Cardales, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
58e981c9-3caf-4842-ba30-7fd14d7dd511,Paseador de perros,Judit Estevez,14000,"Flores, Cdad. Autónoma de Buenos Aires, Argentina","Busco Paseador de perros en Flores, Cdad. Autónoma de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
bcc898f5-03f9-4607-8a2b-a60291c80582,Paseador de perros,Fidel Martinez,19500,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en San Fernando, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
a54a61d5-fe13-4851-a9e5-876bdc6f2c62,Herrero,Oscar Damian Ramos,8500,"Tigre, Provincia de Buenos Aires, Argentina","Busco Herrero en Tigre, Provincia de Buenos Aires, Argentina",010100000048C2BE9D443C41C09DD7D825AA434DC0
d2abf5d9-4cc3-4159-aa51-9a894a4309df,Personal de limpieza,Rafael Campos,16000,"Quilmes, Provincia de Buenos Aires, Argentina","Busco Personal de limpieza en Quilmes, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
fdfebd63-b0e4-4567-bbde-c6eee6907955,Técnico de heladeras,Francisco Maya,18500,"Quilmes, Provincia de Buenos Aires, Argentina","Busco Técnico de heladeras en Quilmes, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
2b1fa81d-9f18-4629-9125-1b97cb6c22ae,Paseador de perros,Vicente Francisco Sanfeliu,17500,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en San Fernando, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
8a1eb932-90b8-4ffa-8bb1-b6b2eaf06839,Bicicletero,Livia Criado,10500,"Belgrano, Cdad. Autónoma de Buenos Aires, Argentina","Busco Bicicletero en Belgrano, Cdad. Autónoma de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
47bc0394-26c0-4da0-a15f-55780e6f190f,Electricista,Fernando Hernandez,13000,"Avellaneda, Provincia de Buenos Aires, Argentina","Busco Electricista en Avellaneda, Provincia de Buenos Aires, Argentina",0101000000448655BC915541C025E99AC9375D4DC0
c38592b4-b897-41ce-8e85-bdea3094a80e,Jardinero,Jose Nali,14500,"Campana, Provincia de Buenos Aires, Argentina","Busco Jardinero en Campana, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
f1772ba3-0987-49b2-92c0-c851c441bc2c,Personal de limpieza,Adam Hernandez,18000,"Los Cardales, Provincia de Buenos Aires, Argentina","Busco Personal de limpieza en Los Cardales, Provincia de Buenos Aires, Argentina",0101000000A86DC328082A41C0098CF50D4C7E4DC0
c7a8c6a8-e294-4a4f-aebd-f9f422942e1f,Paseador de perros,Esther De Val,14500,"Pilar, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en Pilar, Provincia de Buenos Aires, Argentina",0101000000768D96033D5C41C00C8FFD2C96204DC0
2ef830ca-9f3a-475b-bbc5-2f9632ef00d0,Jardinero,Jimena Stern,15000,"San Isidro, Provincia de Buenos Aires, Argentina","Busco Jardinero en San Isidro, Provincia de Buenos Aires, Argentina",0101000020E6100000A1D79FC4E71441C0B70C384BC97A4DC0
51b4cc64-76ed-49f3-afa6-327748461c38,Técnico de autos,Roberto Galan,19500,"Olivos, Provincia de Buenos Aires, Argentina","Busco Técnico de autos en Olivos, Provincia de Buenos Aires, Argentina",0101000000FCA886FD9E5441C0A4E194B9F92E4DC0
50fc2b12-1ac0-4ba9-abad-a5af0ef98ffe,Electricista,Jairo Ortega,13000,"Merlo, Provincia de Buenos Aires, Argentina","Busco Electricista en Merlo, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
9fcafc41-6083-4b05-ab18-33ada4a3e339,Repostero,Manuel Abad,19500,"Lomas de Zamora, Provincia de Buenos Aires, Argentina","Busco Repostero en Lomas de Zamora, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
22f86fde-21ea-4640-b190-edadc0a145fd,Albañil,Carlos Roberto Rojas,12500,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Albañil en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
458623fb-a8e9-43cb-b350-25ff92f866e9,Herrero,Jose Ballester,16000,"Zárate, Provincia de Buenos Aires, Argentina","Busco Herrero en Zárate, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
81bd76af-9911-4346-8fd8-9c910ea9231a,Repostero,Dolores Rodriguez,6500,"Tigre, Provincia de Buenos Aires, Argentina","Busco Repostero en Tigre, Provincia de Buenos Aires, Argentina",0101000000CBBC55D7A15241C0A33A1DC87A424DC0
4f6f67f7-a518-4a30-8aa2-56ddfe172a39,Técnico de heladeras,Mateo Aranda,12500,"Zárate, Provincia de Buenos Aires, Argentina","Busco Técnico de heladeras en Zárate, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
0361a132-f720-4ad1-bd54-1962ef305bcb,Paseador de perros,Luis Felipe Orient,10000,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Paseador de perros en San Fernando, Provincia de Buenos Aires, Argentina",0101000000342BDB87BC4541C01EA8531EDD3A4DC0
c4de96ff-e2b5-4a8d-b687-1a84b6847948,Piletero,Francisco Vazquez,18500,"San Martín, Provincia de Buenos Aires, Argentina","Busco Piletero en San Martín, Provincia de Buenos Aires, Argentina",0101000000969350FA420C41C03AEAE8B81A834DC0
980abecb-bc63-44da-9954-5fca50ba64fb,Albañil,Jacinto Roldan,11000,"Mar del Plata, Provincia de Buenos Aires, Argentina","Busco Albañil en Mar del Plata, Provincia de Buenos Aires, Argentina",010100000055F833BC594141C0193A7650893F4DC0
521bf8e5-502f-4409-bf1d-29ed7cb6c8ae,Masajista,Nieves Vera,9500,"Lanús, Provincia de Buenos Aires, Argentina","Busco Masajista en Lanús, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
462df624-d3e1-4d9c-a1e5-50dfbd256669,Carpintero,Itziar Lopez,5000,"Liniers, Cdad. Autónoma de Buenos Aires, Argentina","Busco Carpintero en Liniers, Cdad. Autónoma de Buenos Aires, Argentina",01010000007061DD78775A41C04703780B24324DC0
55b2d5f5-c6c3-4c06-b896-0d65fc2d243c,Carpintero,Merce Gasco,6000,"Campana, Provincia de Buenos Aires, Argentina","Busco Carpintero en Campana, Provincia de Buenos Aires, Argentina",010100000029EB3713D37541C0047289230FFA4CC0
b9e5da98-c4da-417b-add6-d1c678455e64,Bicicletero,Albert Buitrago,15500,"San Martín, Provincia de Buenos Aires, Argentina","Busco Bicicletero en San Martín, Provincia de Buenos Aires, Argentina",0101000000BEA3C684985141C02BDB87BCE53A4DC0
50d274f1-aec7-47ce-bbcd-ff48d2a0c5ce,Gasista,Jose Angel Molina,5500,"San Fernando, Provincia de Buenos Aires, Argentina","Busco Gasista en San Fernando, Provincia de Buenos Aires, Argentina",0101000000CBF27519FE4941C0D0285DFA97364DC0
1126b26c-591d-4c95-a194-2228ef4c1409,Albañil,Alvaro Olcoz,8000,"Lanús, Provincia de Buenos Aires, Argentina","Busco Albañil en Lanús, Provincia de Buenos Aires, Argentina",010100000066DCD440F34741C0596DFE5F753A4DC0
